candidate,sentiment,text,tweet_coord
Donald Trump,Positive,"#GOPDebate When they all stand on stage together,
it looks like a @realDonaldTrump cabinet meeting.",
Donald Trump,Negative,"RT @GodfreyComedian: People are cheering Trump with ""Booray"" #GOPDebate",
Ted Cruz,Positive,"ICYMI: Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" | Cruz for President http://t.co/qKO1ltdfBP",
Donald Trump,Negative,"If Donald Trump becomes president, I'm moving out of the country again. Far, far away from his terrible comb over. #JustSaying #GOPDebate",
Donald Trump,Positive,I loved it in the #GOPdebate when @realDonaldTrump said the country needs him to straighten out the financial mess.,
Donald Trump,Negative,Think we need to see @realDonaldTrump birth certificate to verify his age.His tweets after the #GOPDebate last nite prove him to be about 13,
Donald Trump,Negative,A HISTORIC FIRST: Republican presidential candidate @realDonaldTrump is now actively trolling the female #GOPdebate moderator on Twitter.,
Donald Trump,Negative,"""Donald Trump just gave a master class on how to get away with sexism"" #GOPDebate
http://t.co/FWrq8mkzTb",
Donald Trump,Negative,RT @JoshKlemp: Lame question for Trump... Megan Kelly @FoxNews #GOPdebate #FoxDebate @JohnDePetroshow,
Donald Trump,Neutral,RT @PatrickSvitek: Perry adviser Rob Johnson: Trump has spent 14 years saying you're fired and Perry has spent 14 years saying you're hiredäó_,
Donald Trump,Negative,"RT @JudgeJeanine: #GOPDebate @realDonaldTrump  go donald ""money going out drugs coming in"" no problem w legal immigration """,
Donald Trump,Positive,I loved it in the #GOPdebate when @realDonaldTrump said he's made 10 billion dollars. And America owes 19 trillion.,
Donald Trump,Neutral,"RT @LindaSuhler: Drudge Report has Trump running away with the debate at &gt;39%.
Cruz is #2, at almost 14%.
#GOPDebate",
Ted Cruz,Neutral,RT @DaTechGuyblog: Is it jut me or is @tedcruz playing 3D chess in a room full of checkers players?  #gopdebate #tcot #p2,
Donald Trump,Negative,"RT @Momastery: Yes,Trump and audience at the #GOPDebate it's HILARIOUS to call women fat pigs and tell them to get on their knees. Laugh awäó_",
Donald Trump,Negative,"Trump's response?
""I think the biggest problem this country has is being politically correct."" 
#GOPDebate @SmittyMyBro",
Donald Trump,Negative,So Donald Trump is uncouth misogynist.  Another thing he has in common with Bill Clinton.  @megynkelly #GOPDebate @ellencarmichael,
Donald Trump,Negative,"Trump is done after last night, end of story #GOPDebate",
Donald Trump,Negative,Maybe the only way to compete with Trump is to bring one of the Duck Dynasty characters into the primary. #GOPDebate,
Donald Trump,Neutral,"Trump's entire #GOPDebate performance: Don't hate the player. The rules are made for me, and I love it.",
Donald Trump,Negative,"Shame on them, they should have watched reruns of the Apprentice and take some notes. #GOPDebate  https://t.co/LBYJacIKkK",
Donald Trump,Positive,RT @brownandbella: Trump packed his fucks in a separate suitcase that never made it Ohio. THIS THE BEST DEBATE EVER. #GOPDebate,
Donald Trump,Negative,#GOPDebate: Trump Trumped! http://t.co/zWIN7P0vhH,
Donald Trump,Positive,I loved it in the #GOPdebate when @realDonaldTrump said the lenders are killers. Chris Wallace was exceedingly disrespectful,
Ted Cruz,Negative,"RT @r33fking: Don't you DARE try to show me your fruits, Ted Cruz. #GOPDebate",
Ted Cruz,Positive,"RT @PamelaGeller: In my considered opinion the winners tonight are Ted Cruz, Ben Carson, and Marco Rubio #GOPDebate",
Donald Trump,Negative,"RT @ABurgerADay: ""Balderdash"" is my favorite word that describes @realDonaldTrump's presidential campaign run. #GOPDebate",
Donald Trump,Negative,"RT @ProAudioLabs: @BBCNewsUS @realDonaldTrump  #GOPDebate There are many Don's but just two Donald's, Trump and Duck... and they both quackäó_",
Donald Trump,Neutral,The real winner in @FoxNews #GOPDebate is @oreillyfactoräó_ when @megynkelly #KellyFile viewership tanks.  @realDonaldTrump,
Donald Trump,Neutral,RT @MoiraMMerani: After the #GOPDebate last nite Im between @realDonaldTrump &amp; @marcorubio  #Decision2016 #Election2016 #BestCandidate #Makäó_,
Ted Cruz,Neutral,RT @geoffreyvs: Don't know if Luntz focus group means jack but lots of new Cruz voters in that crew. #gopdebate,
Marco Rubio,Positive,RT @foolsinthehalls: WOW! Even @marcorubio is saying we should be using E-Verify! @GOP are coming over to the Dems side! #GOPDebate,
Donald Trump,Positive,"RT @OhNoSheTwitnt: I'm surprised Trump doesn't use air quotes when he says ""president"" Obama. #GOPDebate",
Donald Trump,Neutral,"""That's a broken system (that I have only ever benefitted from and still think is awesome)!"" @realDonaldTrump #GOPDebate",
Marco Rubio,Neutral,BHeartland thoughts on #GOPdebate: http://t.co/VeNHpRmUry Still don't understand hype about Rubio. #IAGOP #iacaucus,
Ted Cruz,Positive,My personal front runners for #2016 : #Cruz #Carson #Trump #GOPDebate,
Donald Trump,Negative,In the aftermath of the #GOPDebate Iäó»m inclined to say that the stage impressed me more than I thought. Except trump. His ride is ending.,
Donald Trump,Negative,RT @Jacque_Isaacs: Who here is only a republican because it's politically convenient at the moment? #GOP2016debate #GOPDebate http://t.co/oäó_,
Donald Trump,Neutral,"RT @TPM: In press release, Donald Trump crowns self winner of #GOPDebate. Unsurprisingly. http://t.co/kQCbcKBjkI http://t.co/c6QMAgEvF3",
John Kasich,Neutral,RT @JohnKasich: Giving a free hat away - random from the first 250 RTs! Go! #Kasich4Us #GOPDebate http://t.co/y4TWJWEwIt,
Donald Trump,Negative,Big man child Donald Trump is mad at Megyn Kelly for calling out his garbage. #GOPDebate http://t.co/ck0vDCwBZW,
Donald Trump,Positive,"Thank you Donald Trump ...
#GOPDebate  https://t.co/Cw81oP2bt4",
John Kasich,Neutral,RT @megynkelly: .@JohnKasich:  @realDonaldTrump is hitting a nerve in this country #GOPDebate,
John Kasich,Neutral,John #Kasichäó»s Standout Performance in #GOPDebate | http://t.co/UC6zGUjYvM | http://t.co/pNpFOwV7Ix #Kasich4Us #ExperienceMatters,
Donald Trump,Negative,RT @tamaraholder: This makes me laugh! https://t.co/03ypLNFagb #GOPDebate #DonaldTrump,
Donald Trump,Positive,I loved it in the #GOPdebate when @realDonaldTrump said on 4 occasions he's used the laws of America to his advantage.,
Marco Rubio,Negative,Neither @marcorubio nor @JebBush defend #immigrants at #GOPDebate -#TNTVote #AINF #tlot #p2 #Latism #Florida #Miami https://t.co/7VLvRnX8sp,
Ted Cruz,Neutral,RT @BuhByeGOP: Liar Ted Cruz is a liar... #GOPDebate #CruzCrew http://t.co/WiLAWJOHMQ,
Ted Cruz,Positive,Is it jut me or is @tedcruz playing 3D chess in a room full of checkers players?  #gopdebate #tcot #p2,
Donald Trump,Negative,RT @MikeMalinconico: @megynkelly @FoxNews @FoxNewsSunday @BretBaier not 1 of these ?'s 4 @realDonaldTrump #KellyFile #gopdebate #foxnews htäó_,
Marco Rubio,Positive,#GOPDebate Econ @MarcoRubio won @JebBush falters @GovMikeHuckabee exaggerates @GovChristie Good idea #SocialSecurity http://t.co/rJk8S4Hd6F,
Marco Rubio,Positive,"The only true contenders are #Rubio, #Bush, #Walker, and #Kasich. #Carly is really making the case to be the VP nominee, though. #GOPDebate",
Donald Trump,Neutral,RT @SBSwenson: The truth will set us free! Donald Trump made one shockingly insightful comment re money #GOPdebate http://t.co/sb4JrvrvmU väó_,
Marco Rubio,Negative,#GOPDebate --&gt; Marco Rubio is rehashing his past Florida campaign speeches...Don't be fooled; owned by GOP Olde Guard!  He needs a real job!,
Donald Trump,Negative,RT @BverInFL: #GOPDebate did not touch several important issues. Trump gets most time. http://t.co/tvrIxUG666,
Donald Trump,Negative,@TheFix @washingtonpost Wow. Amazing country we live in where being rude/unprofessional elicits praise #GOPDebate #Trump2016 #Trump,
Donald Trump,Neutral,"If the Clintons sat front row at Trump's wedding, did he score an invite to Chelsea's? #GOPDebate",
Donald Trump,Negative,RT @lala_houston: #Trump should have been asked the question on policing of America and the civil rights movement of our time. Not Walker. äó_,
Donald Trump,Negative,#trump uses money just like #obama uses race. #GOPDebate #FoxNews Whats the difference?,
Ted Cruz,Positive,"RT @MichiganCRs: ""I believe the people are looking for someone to tell the truth"" @tedcruz #Cruz2016 #GOPDebate",
Donald Trump,Negative,Really? Hey Donald you were face to face with her less than a day ago then you cast shade of Twitter. #GOPDebate _ôÖÍ https://t.co/rdu8Od3tEc,
Donald Trump,Negative,#GOPDebate Unplanned GOP parenthood ... You're going to have a Trump. http://t.co/6RZMowRG8u,
Ted Cruz,Positive,RT @EvilConservativ: @tedcruz was brilliant last night as always. I love #Trump/Cruz or Cruz/@CarlyFiorina ticket for the win #GOPDebate  häó_,
Donald Trump,Neutral,"MT @YahooPolitics Trump on his ""stupid"" rivals, and other highs and lows of the #GOPDebate from @mattbai: http://t.co/MylC6Y51u6",
Donald Trump,Negative,""".@FoxNews: Opinion: Trump loses #GOPDebate but Rubio, Cruz and others triumph via @lizpeek http://t.co/q13VkuLP3r http://t.co/qoCnOIxEdN""",
Marco Rubio,Positive,Marco Rubio emerges as the partyäó»s brightest star http://t.co/kggnwJ9GC4 #GOPDebate #Rubio2016 #ImwithMarco,
Donald Trump,Negative,#GOPDebate #DumpTrump stop wasting air time on this chump. What a waste. He couldn't carry a conversation w any world leader. Joke-City_ôï__ôèé_ôëç,
Donald Trump,Neutral,Donald Trump disses Megyn Kelly: äóÖSheäó»s a cxntäó» http://t.co/VSaQbTKxgK #GOPDebate #DonaldTrump #MegynKelly #Republicandebate #fox news,
Donald Trump,Negative,#FOX slurped so hard on #GOP establishments slurpy they got brain freeze. #AVN has offered #MegynKelly an award @realDonaldTrump #GOPdebate,
Donald Trump,Negative,Can Donald trump be in the democratic debate too? #GOPDebate #entertainment,
Donald Trump,Negative,"@NYTimeskrugman: #DonaldTrump ""is, fundamentally, an absurd figure, so are his rivals"" http://t.co/j9MrfLRzS6 #GOPDebate #election2015",
Donald Trump,Neutral,"Top candidates discussed during #GOPDebate on Facebook:
1. DonaldTrump
2. Ben CarsonCarson
3. Rand Paulul
4. Mike Huckabee
5. Chris Christie",
Donald Trump,Negative,"But @realDonaldTrump supporters are saying he was treated ""unfairly?"" Yea... Right. #GOPDebate http://t.co/nJrwoYrrzM",
Donald Trump,Neutral,"@paulbibeau @LOLGOP  ""never give up your leverage before the negotiation starts"" - Donald #Trump 2015
#GOPDebate 
#TrumpForPresident",
Donald Trump,Negative,"RT @JesseCox: I am eager to see what the next polls say, cause they hammered Trump hard. If that didn't slow him down I don't know what wiläó_",
Donald Trump,Negative,Donald Trump late-night angry-tweets Megyn Kelly:  http://t.co/oQaO3th0IM #GOPDebate http://t.co/pIRCINLByl,
Ted Cruz,Positive,@tedcruz was brilliant last night as always. I love #Trump/Cruz or Cruz/@CarlyFiorina ticket for the win #GOPDebate  https://t.co/qe4GGapqC1,
Donald Trump,Negative,"RT @TimBartender: @realDonaldTrump @FoxNews @megynkelly Trump you are funny.  Unqualified.  Nasty.  Wrong-headed, but funny. #GOPDebate",
Donald Trump,Positive,Donald Trump gets the award for most entertaining. #GOPDebate,
Marco Rubio,Negative,@AlexisinNH Fox clearly forgot the entire issue until someone from the audience had to jump in. Fox was the big loser last night.#GOPDebate,
Donald Trump,Negative,Donald Trump always looks like he was on the business end of a fart you can taste. #GOPDebate http://t.co/kEB7ecHcSE,
Donald Trump,Negative,@WalterWhfla @DesignerDeb3 @realDonaldTrump ABSOLUTELY!  I REFUSE TO ALLOW @FoxNews to speak for me. I'll draw my own conclusions #GOPDebate,
Donald Trump,Negative,Does @realDonaldTrump believe he's gonna win republican women support by attaching @megynkelly ? #GOPDebate,
Donald Trump,Negative,"Hey media - If you ignore Trump, maybe he'll go away. Just a hint. #honeybadger #GOPDebate",
Donald Trump,Negative,"#GOPDebate was hugely entertaining. Sadly, we learned almost nothing http://t.co/1Gt4LrEePO #tcot #LatinosListen #latism",
Donald Trump,Positive,@realDonaldTrump Wild Card 2016 Presidential Race. It's Good to be Underestimated! #MakeAmericaGreatAgain #GOPDebate http://t.co/bnBPBZ82o6,
John Kasich,Neutral,"RT @MrLXC: Well, Kasich has been to a gay wedding. What's the next huge news at the #GOPDebate? Is Huckabee going to name the 3 black peopläó_",
Donald Trump,Negative,#DonaldTrumpforPresident in the #GOPDebate proves he's a neanderthal http://t.co/BGySqOiv3K #WhatILearnedToday #BitchyOldQueen @HeidiVoight,
Donald Trump,Negative,RT @jolemo376: I think @FoxNews did everything it could to derail the @realDonaldTrump during the #GOPDebate. Newsflash you failed @megynkeäó_,
Donald Trump,Negative,"""Balderdash"" is my favorite word that describes @realDonaldTrump's presidential campaign run. #GOPDebate",
Donald Trump,Negative,"RT @catie__warren: Tonight #DonaldTrump is everyone's drunk, kinda racist uncle who posts Jesus memes on Facebook. #GOPDebate",
Donald Trump,Negative,Only in America could Trump be a serious contender to lead the country #GOPDebate,
Donald Trump,Negative,"In the @politico caucus, Republican insiders call #Trump's first debate a 'disaster' #GOPDebate #Election2016 - http://t.co/UBW0tXlvwV",
Donald Trump,Positive,RT @Sanddragger: #TrumpBashing at it's finest. #MegynKelly #MegynKellyDebateQuestions #GOPDebate https://t.co/3vyUKSNrWE,
Donald Trump,Neutral,"#GOPDebate 
It's not just what #Trump said, but what others said about what he said.
Daniel Drezner v David Frum http://t.co/hjsmeZcPni",
Donald Trump,Negative,#GOPDebate #Chump/Trump He is an ignorant. Not Presidential. No class just money. Clearly money can't buy u class &amp; he skipped dignity too.,
Donald Trump,Negative,#asian Success Debunks Liberal #WhitePrivilege debate: http://t.co/wFcPvVP5L3  #GOPDebate  @RealJamesWoods @RealDLHughley @realDonaldTrump,
Donald Trump,Negative,RT @LaceyLuken: Sorry to get political but this makes me sick. #GOPDebate #trumpisanidiot #shameonhim #republicanfail https://t.co/N3aZL0waäó_,
Donald Trump,Negative,RT @theLadyGrantham: Who put Lord Grantham in charge of Donald Trump's finances? #GOPDebate,
Donald Trump,Positive,@realDonaldTrump can insult everyone &amp; call them stupid but then cries at @megynkelly tough but fair questions.#GOPDebate @assholeofday,
Donald Trump,Negative,"Embarrassed for @Fox News forway they conducted #GOPDebate . Giggles, snark &amp; fangs out for #realdonaldtrump . Blatent bias, unprofessional.",
Donald Trump,Negative,"RT @TheRecruitChair: Not going to vote for Trump, but I'll definitely let him guest write in my Burn Book #GOPDebate",
Donald Trump,Positive,RT @JaclynHStrauss: I loved it in the #GOPdebate when @realDonaldTrump said the insurance companies have control over the politicians #obamäó_,
Donald Trump,Negative,"RT @FrankLuntz: I'm waiting for the day Donald Trump pulls off his face and is revealed to be a character performance by Andy Kaufman.
#GOäó_",
Donald Trump,Neutral,@realDonaldTrump should see this #gopdebate #FoxDebate @foxnewspolitics  https://t.co/PSN0asmewp,
Donald Trump,Neutral,Photo: What did you think of the #gopdebate #donaldtrump #pleasefollowback #follow @TagsForLikes #follow me... http://t.co/toDpcTJjBF,
Donald Trump,Negative,"The comb-over: for when your hair needs to be a perfect physical representation of denial. 
#Trump
#GOPDebate","[38.2359719, -85.7730258]"
Donald Trump,Negative,"RT @alison_rambles: For once @voxdotcom you're spot on about @realDonaldTrump.
#GOPDebate #FOXNEWSDEBATE 
 http://t.co/ig0r1LaSko http://täó_",
Donald Trump,Negative,"RT @msnbc: .@realDonaldTrump says Fox News anchors were not ""fair"" to him: http://t.co/DGAv1xxbn0 #GOPDebate http://t.co/uQq5SQLBYI",
Donald Trump,Negative,"Donald Trump late-night angry-tweets Megyn Kelly, and it is epic http://t.co/sOaYXrXPTl #GOPDebate",
Ted Cruz,Neutral,"RT @AshorDeKelaita: Ted Cruz at the GOP Debate in Cleveland  ""God speaks in the Bible"" https://t.co/eHkQWoe2Cy #GOPDebate #CruzCrew @TedCruz",
Ted Cruz,Negative,"#Awkord is correct. What was that suppose to mean, ""Talk to the hand""?    @Cameron_Gray @writingdownpat #FoxDebate #GOPDebate",
Donald Trump,Negative,As lies go--Trump's hair was the smallest. #GOPDebate,
Donald Trump,Positive,RT @ggfletcher: Trump's big beautiful door: #GOPDebate http://t.co/f2CR23uXFL,
Donald Trump,Negative,GOP Debate News - Trump Shocks GOP Faithful http://t.co/H5XBIbvgST  #DonaldTrump  #GOPDebate http://t.co/F9Yh5LaFMu,
Donald Trump,Positive,GOP Debate News - Trump Shocks GOP Faithful http://t.co/OKOqZojXFJ  #DonaldTrump  #GOPDebate http://t.co/yTusGmoClG,
Marco Rubio,Positive,"@marcorubio make it happen, cap'n!! Your responses at the #GOPDebate  were spot on. Thank you!! #Rubio2016 #GeniusAtWork #PartyOfTheFuture",
Donald Trump,Neutral,Watch Party for the Trump debate at the State Democratic headquarters last night. What a great show! #GOPDebate http://t.co/2h47TKg2Lk,
Donald Trump,Negative,What the candidates did wrong at the #GOPDebate @realDonaldTrump @ScottWalker @JebBush @RandPaul http://t.co/EFp81Zsufp,
Marco Rubio,Positive,"@marcorubio As part of the Luntz focus group, I can report you received the most consistent &amp; highest favorable ratings!
#GOPDebate",
Donald Trump,Negative,RT @sundapp: Looking forward to POTUS @realDonaldTrump whining &amp; trash talking on twttr after each Summit meeting he holds with world leadeäó_,
Donald Trump,Negative,If you @megynkelly think that your question to @realDonaldTrump to begin #GOPDebate was FAIR &amp; BALANCED..... http://t.co/TKeadpd5mf,
Donald Trump,Positive,@realDonaldTrump dodged those questions like a first 48 suspect lol #GOPDebate #,
Donald Trump,Negative,"#GOPDebate Reps r like minions, searching 4 the guy who acts the most evil 2 make their boss. @realDonaldTrump could learn from that movie.",
Donald Trump,Neutral,GOP Debate News - Trump Shocks GOP Faithful http://t.co/FcdtvMR4k9  #DonaldTrump  #GOPDebate http://t.co/vEYi4rWLQ2,
Ted Cruz,Neutral,"Seriously, I want to know what messages @TheTweetOfGod sends to GOP candidates. I mean, what are you telling Ted Cruz every day? #GOPDebate",
Donald Trump,Negative,"If you are a woman and you vote for Donald Trump, no. #GOPDebate #Fridaynewstoundup",
Donald Trump,Positive,GOP Debate News - Trump Shocks GOP Faithful - http://t.co/8PxIVxHnxB - #GOPDebate #DonaldTrump,
John Kasich,Negative,RT @LilaGraceRose: .@govmikehuckabee @scottwalker @governorchristie @johnkasich @JebBush Will you tell the truth about @PPact during tonighäó_,
John Kasich,Negative,"@NorahODonnell , I honestly think you are so much better than the questions you asked Governor Kasich. @CBSThisMorning #GOPdebate",
Donald Trump,Negative,RT @larryelder: Disappointed #DonaldTrump supporters should stop whining about the questions--and tell Trump next time to actually prepare.äó_,
Donald Trump,Positive,GOP Debate News - Trump Shocks GOP Faithful - http://t.co/TdLF7jC3Ig - #GOPDebate #DonaldTrump,
Donald Trump,Positive,"Fox News Couldn't Kill #Trumpäó»s MomentumŒæ&amp; May Have Only Made It Stronger. #GOPDebate 
http://t.co/UjAgBlG1UQ",
Donald Trump,Negative,RT @danitaharris: Trump says he doesn't have time for political correctness when questioned about his negative remarks about women! #GOPDebäó_,
Donald Trump,Negative,Watching that last night made me afraid of politicians--even more so Donald Trump. #GOPDebate,
Donald Trump,Negative,GOP Debate News - Trump Shocks GOP Faithful - http://t.co/v4wnjcy9Sw - #GOPDebate #DonaldTrump,
Donald Trump,Negative,GOP Debate News - Trump Shocks GOP Faithful - http://t.co/X9otKzlY5O - #GOPDebate #DonaldTrump,
Donald Trump,Negative,"Trump railed because if you lose the nominee, back the party. Can't the same be said for the general election? Back the country! #GOPDebate",
Donald Trump,Negative,"At #GOPDebate, others treated #Trump like I treat my cranky toddler: be nice, stay calm, and know he will find a new toy to play with soon.",
Donald Trump,Negative,"Trump's ""evidence"" of Mexico sending all the baddies is that he ""talked to a Border Patrol agent"" who confirmed it. #GOPDebate #Trump",
Donald Trump,Negative,"FOXNews has one goal &amp; one goal only: profit. 
The American tragedy is: one whole political Party is her guinea pig  @cdpiglet #GOPDebate",
Donald Trump,Negative,RT @GiftedPrude: The facial expressions of #DonaldTrump could've been an entire segment. #GOPDebate,
Donald Trump,Positive,"RT @AmyMek: I am #ProLife -&gt; @realDonaldTrump, I hate the concept of abortion! I have evolvedäó_. #GOPDebate",
Donald Trump,Negative,"RT @rebeccawatson: Trump: I had the common sense to leave Atlantic City
Most of us have the common sense to never go there in the first pläó_",
Donald Trump,Negative,RT @TimelordQueen42: Resemblance? #GOPDebate http://t.co/WamYDOUlqs,
Donald Trump,Negative,"@foxandfriends @realDonaldTrump Look, we have progressive liberal media outlets praising @megynkelly performance at the #GOPDebate Nuff said",
Ted Cruz,Negative,RT @JesseCox: I like that we live in a world where some people think Ted Cruz will ever be president. #GOPDebate,
Donald Trump,Negative,Donald Trump is having a meltdown after Megyn Kelly and Fox News cut him to pieces during the debate http://t.co/F7iVRIDmU9 #GOPDebate,
Donald Trump,Negative,So the #USPrezdebate... I totally think Tanned Trump is a gaffe to all the presidential candidates #GOPDebate,
John Kasich,Positive,I wouldn't mind John Kasich as my next president! #Kasich4Us #Kasich #GOPDebate,
Donald Trump,Negative,"It's just hilarious watching the usual #GOP shills trying to undermine #Trump this morning. Ahahahahaha!
#GOPDebate 
#GOPClownCar",
Donald Trump,Neutral,@NHGOP You built this. #NHpolitics #GOPDebate #VoteBlue2016 https://t.co/gfL7IHpZKF,
Donald Trump,Negative,RT @TylerGroenendal: Donald Trump is like your dirty old alcholic uncle who somehow got elected mayor. #GOPDebate,
John Kasich,Positive,@linnyitssn His ace in the hole is Ohio.  Republicans must win OHIO. #GOPDebate,
Donald Trump,Neutral,"Billionaire Donald Trump
Was Not Made by MSM
and 
Cannot Be Taken Down by MSM - Rush Limbaugh Quote
#GopDebate https://t.co/UkNljPkwwf",
Donald Trump,Negative,You know it's bad when Trump comes out looking like a champ in this situation #GOPDebate,
Donald Trump,Positive,GOP Debate News - Trump Shocks GOP Faithful - http://t.co/ybbA83GtMY -#GOPDebate #DonaldTrump http://t.co/1cJ3Zy1U4w,
Donald Trump,Neutral,GOP Debate News - Trump Shocks GOP Faithful - http://t.co/X9otKzlY5O -#GOPDebate #DonaldTrump http://t.co/3EwF8WO8Cq,
Donald Trump,Negative,"RT @_HankRearden: Trump to Megyn Kelly: I don't have time for political correctness, and neither does this country. #GOPDebate #Trump2016",
Donald Trump,Neutral,GOP Debate News - Trump Shocks GOP Faithful - http://t.co/P8qaU5oVOW -#GOPDebate #DonaldTrump http://t.co/dG6VjjVbev,
Donald Trump,Neutral,GOP Debate News - Trump Shocks GOP Faithful - http://t.co/iHtVa9RV9y -#GOPDebate #DonaldTrump http://t.co/PiyGOzGenz,
Donald Trump,Negative,GOP Debate News - Trump Shocks GOP Faithful - http://t.co/TdLF7jC3Ig -#GOPDebate #DonaldTrump http://t.co/iu9iBu36zy,
Donald Trump,Negative,Just saw a limp balloon. Made me think of @realDonaldTrump after the #GOPDebate last night #DebatesAreHard #SadClown #YoureFired,
Donald Trump,Neutral,Summary of @realDonaldTrump at #GOPDebate äóìIäó»m the best and #America is the worstäóù http://t.co/dgNzp2LPgr #TNTweeters #AINF #tlot #tcot #p2,
Donald Trump,Negative,"AWWWWW... poor Donald RT @Oregonian: Trump on #GOPdebate: ""The questions to me were not nice."" http://t.co/Npznjv5StI http://t.co/MdQP4oWhdo",
Donald Trump,Negative,"@realDonaldTrump @FoxNews @megynkelly Well if that isn't the pot calling the kettle black, I don't know what is. #GOPDebate",
Donald Trump,Negative,Republicans &amp; Facts go together like opposing poles on a magnet. #GOPDebate #GOPTBT #GOPClownCar #NoMoreBushes #DumpTrump #GOPshutdown,
Donald Trump,Negative,"RT @Tess_Harkin: No, #DonaldTrump, YOU'RE stupid. #GOPDebate",
Donald Trump,Negative,@Varneyco @realDonaldTrump Confrontative. As a conservative i don't feel represented by him. #GOPDebate,
Donald Trump,Negative,@megynkelly successfully made the #gopdebate about @realDonaldTrump It was not her intention she wanted to destroy but it backfired #news,
Marco Rubio,Negative,"@FoxNews didn't ask Rubio about gang of ocho and i didn't hear anything but talking points from Marco.
#GOPDebate",
Marco Rubio,Neutral,"RT @pattonoswalt: All 3 moderators had 6 days intensive training to not trill the ""r"" in ""Rubio"" tonight. #GOPDebate",
Donald Trump,Negative,RT @gaelicartguy: The spectacle of a VERY thin-skinned petulant misogynist bully took center stage at #GOPDebate. Trumpet Man reveals a litäó_,
Donald Trump,Negative,GOP Debate News - Trump Shocks GOP Faithful http://t.co/P4LNTSUxKl  #DonaldTrump  #GOPDebate http://t.co/uArUD3Sk0F,
Donald Trump,Negative,"@realDonaldTrump Whine, whine, whine, boo-hoo I got hard questions _ôÖ©#GOPDebate",
Donald Trump,Positive,"RT @pattonoswalt: Tough words, Donald Trump. No way Obama's gonna get re-elected now! #GOPDebate",
Ted Cruz,Negative,@SenTedCruz spot on with #ISIS I wish #Obama understood the terrorist threat as well as you do. #RedNationRising #GOPDebate #tcot,
Donald Trump,Negative,GOP Debate News - Trump Shocks GOP Faithful http://t.co/T0k3oOKwM0  #DonaldTrump  #GOPDebate http://t.co/yPSx9rOv1q,
Donald Trump,Positive,"@mcbyrne Trump did NOT threaten Megyn Kelly, drama queen. #GOPDebate #FOXNEWSDEBATE #FoxDebate",
Donald Trump,Negative,"The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices of GOP constituents",
Donald Trump,Negative,WE NEED BRAIN. https://t.co/U77g7OpuKY #trumpisms #GOPDebate,
Donald Trump,Positive,"RT @BiasedGirl: Thank you, @megynkelly for exposing Donald Trump as the fraud he is. Thank You. 
#GOPDebate #DumpTrump",
Donald Trump,Negative,"A master class on how to get away with sexism, courtesy of @realDonaldTrump - http://t.co/ot8eTXtUjc via @voxdotcom #GOPDebate",
Donald Trump,Negative,Can anyone point to one substantive answer given by @realDonaldTrump last night? #GOPDebate,
Donald Trump,Positive,"RT @BradWalsh: I will 100% vote for Donald Trump if, at the end of all this, he looks directly at the camera and shouts ""The Aristocrats!"" äó_",
Donald Trump,Negative,"RT @Garrison_JA: Trump's platform is essentially ""Everyone is a moron."" Winning the primary might prove his point. #GOPDebate",
Donald Trump,Negative,"RT @faseidl: Let's just admit it: #Trump is the best showman and that's what it takes to ""win"" a show like the #GOPDebate",
Donald Trump,Negative,"Saddest part of #GOPDebate wasn't what @realDonaldTrump said, it was the large segment of the crowd whooping it up over what he said.",
Donald Trump,Negative,"RT @reneelegendre: Just got sent this #GOPDebate screenshot from my sister. I mean, COME ON! #golfcoursesarenotcredentials http://t.co/c3Ntäó_",
Donald Trump,Positive,WHAT IS THE GREATEST THING EVER @realDonaldTrump #GOPDebate  https://t.co/RkKuHeT4jS,
Donald Trump,Negative,"What evidence do you have @realDonaldTrump ?
I'll ask again, what evidence do you have? #GOPDebate",
Donald Trump,Neutral,GOP Debate News - Trump Shocks GOP Faithful http://t.co/FIU8XExfZH  #DonaldTrump  #GOPDebate http://t.co/D5SeyjNd7W,
John Kasich,Neutral,RT @seanhannity: .@JohnKasich: äóìIäó»ve always been underestimated.äóù #GOPDebate #Hannity,
Donald Trump,Negative,"RT @surfinwav: Donald Trump summarized in a few words: ""I'm perfect, everything I say is perfect, even my disgusting insults aimed at womenäó_",
Donald Trump,Negative,RT @g_babytweetz: I watched the #GOPDebate and #DonaldTrump is a piece of shit,
Donald Trump,Positive,"#GOPDebate winners: Trump, Cruz, Carson, Kasich, Huckabee, Fiorina
#POTUS #Trump2016 #republicans",
Donald Trump,Neutral,"RT @nhdogmom: GOP establishment might not like Trump, but the base they nurtured surely do. #GOPBuiltThat #NHPolitics #GOPDebate  https://täó_",
Marco Rubio,Positive,"My takeaways:
Rubio cemented himself as damn good candidate
Christie reminded everyone he's legit 
Kasich stood out w/ time given
#GOPDebate",
Donald Trump,Negative,To all the media trust an Nyc steeet kid Trump is playing you @DLoesch  #GOPDebate @seanhannity,
Donald Trump,Negative,"Money going out, drugs coming in. Maybe make the drugs legal and tax em bro? @realDonaldTrump #GOPDebate",
Donald Trump,Negative,I pick Trump. Most likely to start a war with a county because of a personal insult. #realdonaldtrump #GOPDebate #draftdeferment,
John Kasich,Negative,Kasich waffled on marriage equality. #GOPDebate,
