"id","tweet_id","candidate","name","tweet_created","tweet_location","user_timezone","retweet_count","text"
"24533","ID707938875050741761","Donald Trump","GEORGE OHWELL","03/10/2016 09:39","AMERIKA","Eastern Time (US & Canada)","0","@A_M_Perez #TRUMP CALLS OUT #BLM FOR STEALING RANCHERS LAND https://t.co/GHCGFtcAlE #Oregonstandoff #Lavoy #GOP #BundyRanch #GOPDebate #USA"
"24534","ID708099793386610688","Donald Trump","Guy Benson","03/10/2016 20:18","Washington, DC","Eastern Time (US & Canada)","5","Fiery exchange between @radiotalkermike & @Jamie_Weinstein on #SRN #GOPDebate coverage re: @MichelleFields incident w/ Trump camp manager."
"24535","ID708021128833335296","Donald Trump","Bill Muffi","03/10/2016 15:06","null","none","331","RT @WesleyRickard: Dr. E. Dewey Smith House of Hope Georgia Endorses Donald J Trump for President #NC #FL #CA #OH #MO #GOPDebate #FOX https"
"24536","ID708109252414586885","Donald Trump","Amber Whitney","03/10/2016 20:56","TRUMP TROLLS WILL BE BLOCKED! ","none","1","RT @val_kudirka: #GOPDebate Trump's or Drumph's rallies are getting way to alike with what went on in Nuremberg!"
"24537","ID707964589179207681","Donald Trump","Allen Brzozowski","03/10/2016 11:21","Deep in the Heart of Texas","Central Time (US & Canada)","0","#NeverTrump Millionaire Chinese investors are funding Trump tower in exchange for visas https://t.co/68vfa970tk @ChuckNellis #GOPDebate"
"24538","ID708022041883111425","Donald Trump","CONSERVATIVE","03/10/2016 15:09","I LOVE AMERICA??","Atlantic Time (Canada)","313","RT @immigrant4trump: Luther Campbell on CNN ""Rappers will support Trump.Trump taps into what people won't say aloud""#Trump2016 #GOPDebate h"
"24539","ID708109477325762561","Donald Trump","Nick Virgilio","03/10/2016 20:57","Buffalo, NY","Eastern Time (US & Canada)","251","RT @ShooterMcGavin_: How Donald Trump should walk onto the stage tonight #GOPDebate https://t.co/8hwCkOK8su"
"24540","ID708107511090520064","Donald Trump","GFX Frenzy","03/10/2016 20:49","Worldwide ","Atlantic Time (Canada)","0","Captain America: Civil War (Donald Trump Edition) LOL #GOPDebate #DonaldTrump #Trump2016 #BernieSanders #ImWithHer  https://t.co/FofrJGLmxs"
"24541","ID708101292552560640","Donald Trump","?Cory Reece","03/10/2016 20:24","Taylors, SC","Pacific Time (US & Canada)","4","RT @ConservMemes: Oh give me a break Anderson. You have been the Trump News Network since June. #GOPDebate"
"24542","ID707965467499954176","Ted Cruz","OrgConservAmericans","03/10/2016 11:24","Washington, D.C. & TEXAS!","Central Time (US & Canada)","5","WHAT?? Ted Cruz Just Hired Neal Bush: Neil Bush admits to visiting prostitutes in Asia...UNDERAGE? #tcot #GOPdebate  https://t.co/bQBa9yaP9q"
"24543","ID708096928966381568","Donald Trump","Robert Gonzalez","03/10/2016 20:07","Magic City","Eastern Time (US & Canada)","71","RT @pattonoswalt: Trump does sun salutations before tonight's #GOPDebate. https://t.co/wG7MjJLIel"
"24544","ID708107310179225600","Donald Trump","Pete Catapano","03/10/2016 20:48","Brooklyn","Eastern Time (US & Canada)","0","I hope President Trump proposes a law forcing debates to start at their advertised times #GOPDebate"
"24545","ID707954855373971457","Donald Trump","Bill","03/10/2016 10:42","OHIO","Eastern Time (US & Canada)","49","RT @9a1e6c8a99984e2: Not A Single One Of @realDonaldTrump 75 Statements Fact Checked Hey  #Trump Stop Lying Man ! #GOPDebate ? #DemDebate h"
"24546","ID708101857219051520","Ted Cruz","Wes VD","03/10/2016 20:26","null","none","0",".@amandacarpenter Needs to STOP telling people they should vote for Cruz. Blatant abuse of her position and very desperate.  #GOPDebate"
"24547","ID708078385797439489","Donald Trump","Jere Sandford","03/10/2016 18:53","null","none","68","RT @ChristiChat: Shame on #MittRomney! His actions made his wife look like an ass  #Trump2016 #GOPDebate #TCOT   https://t.co/KMH8N09MkT"
"24548","ID708109849830301696","Donald Trump","Robert Boudreaux","03/10/2016 20:58","null","none","186","RT @WayneDupreeShow: For Trump to get this far for President Of the United States as a businessman not a politician speaks volumes  #GOPDeb"
"24549","ID707971627003322369","Donald Trump","Shon","03/10/2016 11:49","Pa/Upstate New York USA","none","112","RT @immigrant4trump: Watch Trump at CNN's #GOPDebate Miami, FL Tonight-8:30ET Live Stream: https://t.co/PikGgQIRY3  #Trump2016 #FLPrimary h"
"24550","ID708012637137850368","Donald Trump","terry manual","03/10/2016 14:32","new Orleans","none","331","RT @WesleyRickard: Dr. E. Dewey Smith House of Hope Georgia Endorses Donald J Trump for President #NC #FL #CA #OH #MO #GOPDebate #FOX https"
"24551","ID708092137666170880","Donald Trump","QUILAN","03/10/2016 19:48","Staten Island & Upper Darby","none","17","RT @growingupzee: I cannot comment on rumors that I am coaching Mr. #Trump for tonight's #GOPDebate.  #CatsOfTwitter #politics #cats https:"
"24552","ID708093019380064256","Donald Trump","Ogre","03/10/2016 19:51","null","none","294","RT @immigrant4trump: MSM always showing Trump Protesters,but won't show protesters for other candidates @jaketapper #Trump2016 #GopDebate h"
"24553","ID708093279343026176","Donald Trump","John Charles Parnell","03/10/2016 19:52","San Diego, CA","Pacific Time (US & Canada)","136","RT @scottienhughes: You know it's going to be a great night when you U run into @AnnCoulter before #GOPDebate #Trump https://t.co/F36lSkkqXw"
"24554","ID708086360377303040","Ted Cruz","Davi","03/10/2016 19:25"," Planet Earth - Los Angeles","none","0","Retweeted  Ron Murphy  (@THETXEMBASSY):  And This is Why I Support Cruz  https://t.co/lqoTn0K2cK #GOPDebate... https://t.co/O7KVRbBhvf"
"24555","ID707852685807067136","Ted Cruz","JoshMcKoon","03/10/2016 03:56","Columbus, Georgia, USA","Eastern Time (US & Canada)","11","RT @TheRightGirl585: Bush Family Member Endorses #TedCruz! #FLPrimary #ILPrimary #MOPrimary #NCPrimary #OHPrimary #GOPDebate #VOAV https://"
"24556","ID708064757023186945","Donald Trump","HICKORY","03/10/2016 17:59","#TCOT #AFFF76 #NRA #2A","Eastern Time (US & Canada)","50","RT @RealDonalDrumpf: At least one person made a bundle thanks to Trump University #GOPDebate https://t.co/MmPcTqCOeD"
"24557","ID708109861490262016","Donald Trump","Vin Beam","03/10/2016 20:58","North of the South border.","none","3","RT @davonmagwood: #GOPDebate YAWN, TRUMP TALK ABOUT YOUR DICK ALREADY!"
"24558","ID708064525690544128","Donald Trump","Pamela Loughery","03/10/2016 17:58","null","none","15","RT @USAforTrump2016: CNN Republican Debate TONIGHT! 8:30pm! Tune in and support @realDonaldTrump #TrumpTrain #TeamTrump #Trump #GOPDebate #"
"24559","ID708100796844531712","John Kasich","Brian Carl","03/10/2016 20:22","Hartford, CT","Eastern Time (US & Canada)","1","I hope we get to discuss who has the biggest butt in the #GOPDebate tonight. My money is on Kasich. Seems likes he's got a real dad butt."
"24560","ID708109132830605312","Donald Trump","mendo","03/10/2016 20:55","null","Pacific Time (US & Canada)","205","RT @JaredWyand: Let's be clear..  #NeverTrump is about ""Never someone we don't own""  You either play into it & let them win or vote Trump  "
"24561","ID708109187356741632","Marco Rubio","Jon Levine","03/10/2016 20:56","New York - Beijing - Earth","Beijing","0","Rubio smile = kill me  #GOPDebate"
"24562","ID708109023942479872","Marco Rubio","Mary Jette","03/10/2016 20:55","null","none","3","RT @Zigmanfreud: Rubio's challenge at #GOPDebate is like trying to thread frayed needle while walking tightrope in the middle of a hurrican"
"24563","ID708064380844437505","Marco Rubio","Chris Dixon","03/10/2016 17:57","Auburn, Maine","Eastern Time (US & Canada)","0","Why Senator @MarcoRubio would be smart to drop out before the #FLPrimary: https://t.co/O4tofmrqKt #GOPDebate #tcot #tlot #teaparty #GOP"
"24564","ID708087968377016320","Donald Trump","Mimi Bee","03/10/2016 19:31","Nunya Bidness,TN","none","4","RT @RepublicanCCOT: Sarah Huckabee Endorses Donald J Trump for President of the United States #NC #OH #FL #MO #DC #IL #GOPDebate #ccot http"
"24565","ID708097460829360130","Donald Trump","Jacobs, Miracle","03/10/2016 20:09","null","none","192","RT @immigrant4trump: The American people are DONE with career politicians ""VOTE FOR TRUMP!"" #Trump2016 #VoteTrump #FLPrimary #GOPDebate htt"
"24566","ID708109305950687232","Ted Cruz","Mercurial","03/10/2016 20:56","USA","none","4","RT @DemocratMachine: Odds that Marco drifts off message and challenges Ted Cruz to speak Spanish? #GOPDebate"
"24567","ID708102855161470976","Donald Trump","Jared Colley","03/10/2016 20:30","null","Eastern Time (US & Canada)","0","@andersoncooper getting defensive on that calling out of Trump coverage from @CarlyFiorina. It's ok.  You do you. #GOPDebate  #silverfox"
"24568","ID707979377686896640","Donald Trump","Howard Hochman","03/10/2016 12:20","null","Mid-Atlantic","267","RT @immigrant4trump: The American people are DONE with career politicians ""VOTE FOR TRUMP!"" #Trump2016 #VoteTrump #FLPrimary #GOPDebate htt"
"24569","ID707844881360629760","Marco Rubio","Trumpkin Angie Drue","03/10/2016 03:25","USA","Alaska","192","RT @SpecialKMB1969: #Rubio missed vote 4 hostages release in Iran Absentee Senator  #GOPDebate @FoxNews @CNN  https://t.co/JQTFPwUNvB https"
"24570","ID708070556856242176","Donald Trump","Shar K","03/10/2016 18:22","null","Central Time (US & Canada)","0","@CNN #GOPDebate @GOP #Trump's lack of response to all  the violence surrounding his campaign is lack of leadership. https://t.co/xP3i7VZ4ru"
"24571","ID708001148150620160","Donald Trump","Brenda C. Jinkins","03/10/2016 13:46","Tennessee","Central Time (US & Canada)","198","RT @WesleyRickard: Representative Joseph A Trillio RI Endorses Donald J Trump for President #PA #NY #OH #FL #NC #MO #GOPDebate #foxnews htt"
"24572","ID708100233369096192","Donald Trump","Athena Kolbe","03/10/2016 20:20","Port-au-Prince, Haiti","Eastern Time (US & Canada)","0","Really @andersoncooper ? You gave #Trump an one hour infomercial because no one else was doing a press conference at the time? #GOPDebate"
"24573","ID708103634274246656","Donald Trump","Norman Golden","03/10/2016 20:33","LA ","Pacific Time (US & Canada)","32","RT @PolitiBunny: 'Trump will not challenge the system, he is the system.' - @CarlyFiorina #GOPDebate   I miss her in this race."
"24574","ID708090520057188352","Donald Trump","Dockee","03/10/2016 19:41","Earth","Eastern Time (US & Canada)","141","RT @RepublicanCCOT: Herman Cain Endorses Donald J Trump for President of the United States #FL #GOPDebate #OhioPrimary #NC #IL #DC #ccot ht"
"24575","ID708078468827746304","Donald Trump","Freddy Miller","03/10/2016 18:53","null","none","68","RT @ChristiChat: Shame on #MittRomney! His actions made his wife look like an ass  #Trump2016 #GOPDebate #TCOT   https://t.co/KMH8N09MkT"
"24576","ID708102321574711296","Donald Trump","Charles Ayers","03/10/2016 20:28","null","none","2","RT @Politcswatch: Fiorina might want to look at the voting results again if she saying late voters won't go for Trump. #GOPDebate"
"24577","ID708102982076727297","Donald Trump","Barbara Espinosa","03/10/2016 20:31","Scottsdale","Arizona","0","#GOPDEBATE Former Trump Butler: 'Incredibly Generous Person,' 'Entirely Nice Guy' - Breitbart https://t.co/XQaNOaqEOE"
"24578","ID708103383727656968","John Kasich","Brian McKnight","03/10/2016 20:32","Chicago.  Where I belong.","Eastern Time (US & Canada)","0","Saddle up: GOP debate. I'm exhausted with the xenophobia. I'll try to last the whole 2 hours if only to see Kasich flame out. #GOPDebate"
"24579","ID708101774872158208","Donald Trump","WHY","03/10/2016 20:26","Behind U","none","0","@ThisWeekABC reporters will be next. Can he be sued for inciting violence? https://t.co/jaJBsBLLo7 #NeverTrump #GOPDebate"
"24580","ID708110102423678978","Donald Trump","Barbara","03/10/2016 20:59","Ohio, USA","none","35","RT @VickiGP1: Malignant And Psychopathic Donald Trump? Expert Studies 600 Hours Of #Trump Footage #GOPDebate #FLPrimary   https://t.co/Im"
"24581","ID708103994808209408","Marco Rubio","Marilyn Long","03/10/2016 20:35","null","Pacific Time (US & Canada)","2","RT @bigBucksCo: #GOPDebate Kasick n Rubio Are Vultures Who Want to Pick over the Bones of the GOP at a Contested Convention - Go Home If yo"
"24582","ID708108789069688833","Donald Trump","alphacentauri","03/10/2016 20:54","null","Adelaide","11","RT @IBTimes: Amid the #GOPDebate, Clinton and Sanders condemn the ""repugnant"" violence at Trump rallies https://t.co/21iXk8nEUs https://t.c"
"24583","ID708097046545178624","Donald Trump","wutnxt","03/10/2016 20:07","null","none","69","RT @WayneDupreeShow: Caller 5  from Pittsburgh -Close to 50K have switched to GOP to support Trump  Call in ? 202 470 6738  https://t.co/cS"
"24584","ID707922631018811393","Donald Trump","Steve Welborn","03/10/2016 08:34","North Carolina, USA","Atlantic Time (Canada)","43","RT @Art05hr3d: https://t.co/x2msN81vwI #OhioPrimary #FloridaPrimary  #Trump2016 #GOPDebate  #MakeAmericaGreatAgain Carpe Diem https://t.co/"
"24585","ID708055800904704000","Donald Trump","beverly armstrong","03/10/2016 17:23","null","none","11","RT @BelleForTrump: Marco is desperately at the end of his rope, which makes him unpredictable and dangerous to himself & others. #GOPDebate"
"24586","ID708032319383314432","Ted Cruz","EBL","03/10/2016 15:50","Global","Eastern Time (US & Canada)","13","RT @jordanjfrasier: Senator Mike Lee endorsing Ted Cruz now from the #GOPDebate press filing center in Miami https://t.co/j4lO8Gtzb5"
"24587","ID708094819097296897","Donald Trump","D.K.A.","03/10/2016 19:58","West Virginia, USA","none","10","RT @UNITEDWEDREAM: ""DONALD TRUMP HAS GOT TO GO!"" @we_SWER #DumpTrump #GOPdebate -uwdA https://t.co/RyS5fmM8SS"
"24588","ID708107433336373248","Marco Rubio","Kelly Lee Williams","03/10/2016 20:49","Anchorage, AK","Alaska","12","RT @UniteWomenOrg: #GOPdebate #KnowYourCandidates @MarcoRubio Factchecked - > https://t.co/RTEqUhUhY4 via @PolitiFact https://t.co/KVbai3z8"
"24589","ID708002764513796096","Donald Trump","J��natan Sark","03/10/2016 13:53","null","Madrid","20","RT @janicemin: TV's Trump bump: Republican debates have 3x ratings of those four years ago #GOPDebate https://t.co/9A2SvZ55Uz https://t.co/"
"24590","ID708109948102840320","Marco Rubio","Yako","03/10/2016 20:59","West Palm Beach, FL","Eastern Time (US & Canada)","0","#Rubio sweating already #GOPDebate"
"24591","ID708109687422623744","Ted Cruz","Bloomberg Politics","03/10/2016 20:58","null","Eastern Time (US & Canada)","2","Who is Ted Cruz? Here's more on his background https://t.co/JhmyFgfNlw #GOPDebate"
"24592","ID708014201453699072","Ted Cruz","WantMyCountryBack3%","03/10/2016 14:38","USA","none","56","RT @MattyIceAZ: BREAKING: Carly Fiorina endorses Ted Cruz, meaning every one of Cruz's Senate colleagues have still not endorsed him. #cnn "
"24593","ID707991261140160516","Donald Trump","snookerfan3","03/10/2016 13:07","null","none","267","RT @immigrant4trump: The American people are DONE with career politicians ""VOTE FOR TRUMP!"" #Trump2016 #VoteTrump #FLPrimary #GOPDebate htt"
"24594","ID708106213385342981","Marco Rubio","Hanchow Lee","03/10/2016 20:44","California, USA","Pacific Time (US & Canada)","0","The stake couldn't be higher for #Rubio in his home state of #Florida as tonight #CNNDebate is his only hope to survive. # #GOPDebate"
"24595","ID708082387008278532","Donald Trump","ChristopheRrrr","03/10/2016 19:09","Loompaland","Atlantic Time (Canada)","0","""I killed a guy with a trident.""                 - D. Trump #GOPDebate"
"24596","ID707805587506110464","Donald Trump","Harley","03/10/2016 00:49","Georgia","Eastern Time (US & Canada)","0","Donald J Trump - A Close Friend's Endorsement #FloridaPrimary #GOPDebate #TrumpTrain @lisabailey2014 @softail12   https://t.co/g1xJ4J8MXf"
"24597","ID708110108748816384","John Kasich","Sara Teague","03/10/2016 20:59","United States","Eastern Time (US & Canada)","2","Where is John Kasich's heart? #GOPDebate https://t.co/pAb3ChkNGj"
"24598","ID708072739051966464","Donald Trump","Republi CAN","03/10/2016 18:31","United States","Pacific Time (US & Canada)","1","RT @Everyth1ngRetro: Would someone question Trump on this at the debate please? Many thanks! #GOPDebate https://t.co/3HYu4XEjbi"
"24599","ID708110049776947200","Donald Trump","Mark R. Weaver","03/10/2016 20:59","Central Ohio","Eastern Time (US & Canada)","0","These are the rules. Please follow them. (cough) Trump  #GOPdebate"
"24600","ID707997451488198656","Ted Cruz","Diamond Rose","03/10/2016 13:32","? I Am From Planet Earth ?","none","1","RT @OCAmericans: What's with Cruz hiring corrupt Neal Bush (prostitutes) & new staffer charged w/hiring illegal aliens? #GOPdebate  https:/"
"24601","ID708095049054162944","Donald Trump","AlottaPower","03/10/2016 19:59","null","Pacific Time (US & Canada)","294","RT @immigrant4trump: MSM always showing Trump Protesters,but won't show protesters for other candidates @jaketapper #Trump2016 #GopDebate h"
"24602","ID708104359691706368","Donald Trump","Arun","03/10/2016 20:36","Bangalore,India","Hawaii","9","RT @_AnimalAdvocate: #DemDebate is for sane people #GOPDebate is for this guy  For the truth watch #Dum(p) #Trump https://t.co/fta9JhuluI h"
"24603","ID708073223385026560","Donald Trump","P. Blackshear","03/10/2016 18:33"," Michigan","Atlantic Time (Canada)","68","RT @ChristiChat: Shame on #MittRomney! His actions made his wife look like an ass  #Trump2016 #GOPDebate #TCOT   https://t.co/KMH8N09MkT"
"24604","ID708046691815960576","Donald Trump","?DrSue ? #CruzCrew","03/10/2016 16:47","patriot trapped in blue state","none","52","RT @tgradous: Donald Trump Stiffed Casio Builders While Spending ?1 Million https://t.co/jKq6e5WJ6f #GOPDebate  #NeverTrump https://t.co/uw"
"24605","ID708105787403448320","Donald Trump","Vickie Pike","03/10/2016 20:42","?T: 39.73616,-94.78493","Central Time (US & Canada)","96","RT @immigrant4trump: ?Trump = ACCOMPLISHED BUSINESSMAN ?Hillary= ACCOMPLISHED CRIMINAL ?https://t.co/CnYQ1FC8KF  #Trump2016 #GopDebate htt"
"24606","ID708033901978116096","Donald Trump","Ella Wigginton","03/10/2016 15:56","Wetumpka, AL","Central Time (US & Canada)","330","RT @WesleyRickard: Representative Jim Carns AL Endorses Donald J Trump for President of the United #FL #GOPDebate #OH #IL #CPAC #ccot https"
"24607","ID708041862037155840","Ted Cruz","Patriot_Kevin_MO","03/10/2016 16:28","Missouri, USA & @ddern Heart","none","59","RT @peddoc63: My Friends we have a choice! Democrats favorite deal maker or Ted Cruz! #ChooseCruz #CruzCrew #Pjnet #GOPDebate https://t.co/"
"24608","ID708104771165679616","Donald Trump","Dr Mindbender","03/10/2016 20:38","null","none","5","RT @RaheemKassam: ""Beat Trump""  ""Take him out"" ""Get at him""  The conditioning is real. MSM are trying to whip up an attack on him.   #GOPDe"
"24609","ID708062391943041028","Donald Trump","GENERAL PUBLIC","03/10/2016 17:50","Fort Oglethorpe, GA","none","196","RT @MIAMIforTRUMP: Don't forget! ?????The Media lies!????? #MakeAmericaGreatAgain #Trump2016 #TrumpRally #TrumpTrain #TRUMP #GOPDebate http"
"24610","ID708103522437488641","Donald Trump","Khaleesi Katharina","03/10/2016 20:33","This Land.","Central Time (US & Canada)","2","RT @ImAmandaNelson: Hey Mr. Trump in the dystopian hellscape that is your America can I call dibs on the first Dauntless spot they get tatt"
"24611","ID708109553477541888","Ted Cruz","ken crichlow","03/10/2016 20:57","null","none","1","RT @theBman: Ted Cruz looks like that HR manager who busts you for taking too long of a bathroom break. #GOPDebate"
"24612","ID708106587655647233","Donald Trump","Robert","03/10/2016 20:45","null","none","28","RT @donaldtrumpland: Tonight's #GOPDebate projected winner...@realDonaldTrump :) The rest are auditioning for a place in a #Trump cabinet h"
"24613","ID708061611697700865","Donald Trump","Joe Wosik","03/10/2016 17:46","San Mateo, CA","Pacific Time (US & Canada)","0","Hey Trump! CHINA did not TAKE our jobs....you CORPORATE OVERLORDS LIKE YOU OFFSHORED THOSE JOBS FOR PERSONAL PROFIT! #GOPDebate #DEMdebate"
"24614","ID708018055498977280","Donald Trump","John","03/10/2016 14:53","Utah","none","0","Trump CM who bruised female reporter now trying to victim-blame. Should make tonight's #GOPDebate hot. #NeverTrump  https://t.co/v5ykrawOt3"
"24615","ID708090128674107392","Donald Trump","The Man of Letters","03/10/2016 19:40","null","Arizona","0","Watch @realDonaldTrump defend the size of his Trump Steak at tonight's #GOPDebate"
"24616","ID708108009579409408","Donald Trump","True to your life","03/10/2016 20:51","null","none","29","RT @ladies4trump: #GOPDebate - let's increase the hashtags- and really pull for him tonight! It's our job as #trump troopers to get our mes"
"24617","ID708022629660270593","Ted Cruz","Macinta Ministries","03/10/2016 15:12","Cambridge, MD, USA","Eastern Time (US & Canada)","17","RT @ReutersLive: LIVE: Ted Cruz campaigns in Miami ahead of #GOPDebate. https://t.co/CCjw12RrUm https://t.co/zAJjgPe0zG"
"24618","ID707891730528374784","Donald Trump","Katherine Hull","03/10/2016 06:31","null","none","12","RT @StillJohnCA: NEWSFLASH: Trump's alleged racism is contrary to Republican values? Reminder: Ronald Reagan vetoed anti-Apartheid legislat"
"24619","ID708009714521518080","Donald Trump","Fran Cifelli","03/10/2016 14:20","Henderson, NV","none","267","RT @immigrant4trump: The American people are DONE with career politicians ""VOTE FOR TRUMP!"" #Trump2016 #VoteTrump #FLPrimary #GOPDebate htt"
"24620","ID708107490710450176","Donald Trump","Josh Crome","03/10/2016 20:49","NJ- U got a problem with that?","none","0",".@Reince, you're talking out of your ass. Trump is not a conservative and the worst sort of RINO. #NeverTrump #GOPDebate"
"24621","ID708025816165167104","Ted Cruz","mad chihuahua","03/10/2016 15:24","Texas, USA","none","0","#GOPDebate @CNNPolitics I would like to know why Ted Cruz's records are sealed?"
"24622","ID708107768985550849","Donald Trump","LeMichael Bishop","03/10/2016 20:50","Fort Worth,TX,USA","none","62","RT @WayneEdH: Best part of #GOPDebate was CNN's peer group who had 5 republicans say they would vote for #Hillary2016 if Trump is nominee! "
"24623","ID708103041099112449","Donald Trump","Michael T","03/10/2016 20:31","Grand Rapids, MI","Quito","2","RT @MikeCiandella: .@CarlyFiorina: Trump ""has it exactly backwards,"" presidents should pledge their loyalty to the people #GOPDebate #CNNDe"
"24624","ID708108348692955136","Donald Trump","JRGrayThunder","03/10/2016 20:52","OKieLand  / Somewhere Near TX Border","Central Time (US & Canada)","6","RT @ChristianHeiens: No, Reince, if that nominee is Trump ""we"" won't support the nominee 100% #GOPDebate #NeverTrump"
"24625","ID708109824962134017","Ted Cruz","skepchicks","03/10/2016 20:58","In Your Grey Matter","Eastern Time (US & Canada)","0","Sebastian de la Cruz was a way better National Anthem choice. #SorryNotSorry #GOPDebate"
"24626","ID708110121566658562","Donald Trump","Mackenzie Jameson","03/10/2016 20:59","C-luv","none","0","It doesn't matter if Trump agreed to the rules, because he doesn't follow them anyways. #GOPDebate"
"24627","ID708013499838914561","Donald Trump","Robin Nichols","03/10/2016 14:35","null","none","0","@jaketapper @hughhewitt @DanaBashCNN @CNN Debate?4 Trump: Make Trump accountable!  https://t.co/SdRYQVvxjM  #vets #FloridaPrimary #GOPDebate"
"24628","ID708102324401491969","Donald Trump","Deanna","03/10/2016 20:28","USA","Eastern Time (US & Canada)","1","RT @TrivWorks: We built a wall along this tweet's Southern border to keep Donald Trump's tweets out #GOPDebate   ????????????"
"24629","ID707975617938137088","Donald Trump","Restore__Sanity","03/10/2016 12:05","null","Pacific Time (US & Canada)","267","RT @immigrant4trump: The American people are DONE with career politicians ""VOTE FOR TRUMP!"" #Trump2016 #VoteTrump #FLPrimary #GOPDebate htt"
"24630","ID708110039400075265","Donald Trump","jennifer","03/10/2016 20:59","texas","Eastern Time (US & Canada)","20","RT @larryelder: Bizarre. GOP's 2012 candidate, Mitt Romney, says he'll not support Trump, while RNC chair says party will back its nominee."
"24631","ID708069955820986368","Donald Trump","Just John","03/10/2016 18:20","Ft. Lauderdale, FL","Eastern Time (US & Canada)","5","RT @Terrence_CFP: Man Who Punched #Trump Protester: 'We Might Have To Kill Him' Next Time (VIDEO) @TPM https://t.co/qkFdnglL7G  #GOPDebate"
"24632","ID707989824477667328","Marco Rubio","Hereistheanswer","03/10/2016 13:01","null","Central Time (US & Canada)","42","RT @MDGallar: Rubio now denies lying to FL voters or supporting amnesty. We have photos of it Li'l Marco.  #GOPdebate #FLprimary https://t."
"24633","ID707998710999855104","Donald Trump","Ryan Parker","03/10/2016 13:37","Hollywoodland","Pacific Time (US & Canada)","20","RT @janicemin: TV's Trump bump: Republican debates have 3x ratings of those four years ago #GOPDebate https://t.co/9A2SvZ55Uz https://t.co/"
"24634","ID707948204256600065","Donald Trump","Vince Lamb","03/10/2016 10:16","Detroit","Quito","1","RT @pinkusensei: Crazy Eddie's Motie News: Drinks and drinking games for Donald #Trump and the... https://t.co/LMKXFRdw9W #GOPDebate #CNNDe"
"24635","ID708109466164535296","Marco Rubio","The Matthew Gardner?","03/10/2016 20:57","The one and only CDA","Pacific Time (US & Canada)","0","#Rubio got a big pop from his home state. He's still not going to get the nod. #GOPDebate"
"24636","ID708109648306573312","Donald Trump","Charles Bunten","03/10/2016 20:57","null","none","14","RT @peddoc63: Will #Trump ear piece be working tonight? #GOPDebate #CNNDebate https://t.co/eRj2UCkmSq"
"24637","ID707974238125174785","Donald Trump","Linda","03/10/2016 11:59","null","Pacific Time (US & Canada)","267","RT @immigrant4trump: The American people are DONE with career politicians ""VOTE FOR TRUMP!"" #Trump2016 #VoteTrump #FLPrimary #GOPDebate htt"
"24638","ID708109820126060546","Donald Trump","Karen Kain","03/10/2016 20:58","#SWFL","Eastern Time (US & Canada)","0","Trump did better this time with the moment of silence... kept those eyes closed for a whole 3 seconds. #Respect #GOPDebate"
"24639","ID708101417563586560","Donald Trump","Kevin S. Oshiro","03/10/2016 20:25","Hawaii","Hawaii","12","RT @RevoltTV: At a recent Trump rally, an attendee sucker-punched a protestor. This will be discussed. #GOPDebate #REVOLT2Vote https://t.co"
"24640","ID708105388776923137","Donald Trump","Jack Salis","03/10/2016 20:40","Mountain  CA","Kyiv","0","dannysullivan: Looking forward to seeing what products Trump will be selling on #GOPDebate tonight. Luxury shampoo, timeshares, Trumpphone?"
"24641","ID708103604549378048","Marco Rubio","tate","03/10/2016 20:33","null","none","0","If Rubio screws this up he's done don't even pretend #GOPDebate"
"24642","ID708045964024553472","Donald Trump","Dathene Leve","03/10/2016 16:44","Rio Rancho, NM","none","13","RT @Xaron4: Well @jaketapper, any chance U will address #Trump #violence at rallies at #CNNDebate? Or will #media give another pass? #GOPDe"
"24643","ID708081267422535681","Donald Trump","Pam card","03/10/2016 19:05","null","none","25","RT @OccupyWallStNYC: All evidence suggests the Trump campaign is lying about manhandling a reporter #GOPDebate https://t.co/sBgmYtKRMg http"
"24644","ID708040478340452352","Donald Trump","William","03/10/2016 16:22","San Francisco CA","Pacific Time (US & Canada)","0","@cnn Hey maybe you should own some of that blame considering you literally talk about trump 24 hours a day..? #GOPDebate"
"24645","ID708067183184596992","Donald Trump","UltramanBG","03/10/2016 18:09","null","none","0","That Trump thug won't get any Trump steaks in prison. #GOPDebate"
"24646","ID708096573620690944","Donald Trump","Nick!","03/10/2016 20:05","Houston, Tejas","Eastern Time (US & Canada)","57","RT @P0TUS: #GOPDebate Question: Mr Trump, your strategy on ISIS?   Trump: ""See this steak? In an hour, it'll be 450 degrees, with its fat d"
"24647","ID708109411995164672","Marco Rubio","Asa M. Julian","03/10/2016 20:56","Louisville, KY","none","1","Lol, crowd goes wild for Rubio. #GOPDebate"
"24648","ID708109539246084097","Donald Trump","Chaz Boyce","03/10/2016 20:57","Florida","Eastern Time (US & Canada)","0","#GOPDebate  Mr Trump, which Instagram filter is responsible for your make-up tonight, XX-Pro or Valencia? #trump #CNNDebate"
"24649","ID707945589309202433","Donald Trump","Ezekiel Lueder","03/10/2016 10:05","Gardena, Ca","Pacific Time (US & Canada)","0","@cnn #GOPDebate you need to ask questions about disabled esspically Trump and his building violating the the Disabled Act in 1970s."
"24650","ID708099457456414720","Donald Trump","Jason Dosier","03/10/2016 20:17","Birmingham Alabama","none","196","RT @MIAMIforTRUMP: Don't forget! ?????The Media lies!????? #MakeAmericaGreatAgain #Trump2016 #TrumpRally #TrumpTrain #TRUMP #GOPDebate http"
